iter	RMSE
190	0.1382709299
191	0.1373122678
192	0.137048687
193	0.1367720681
194	0.1364783727
195	0.1362150846
196	0.1359610705
197	0.1355887857
198	0.1353193993
199	0.1350831267
200	0.1348014997
201	0.1345423145
202	0.1342760432
203	0.1339976443
204	0.1337155059
205	0.132722418
206	0.1324309984
207	0.1321563464
208	0.1318684615
209	0.1315879148
210	0.1313309748
211	0.1310648555
212	0.1307986868
213	0.1305331194
214	0.1302669064
215	0.1300123197
216	0.1297401959
217	0.1294700183
218	0.1287143245
219	0.1284399979
220	0.1281662134
221	0.1278922415
222	0.1276252642
223	0.1273635042
224	0.1270386279
225	0.1267851215
226	0.1265438109
227	0.1262936757
228	0.1260739291
229	0.1258107753
230	0.1255644287
231	0.1253142889
232	0.1250524788
233	0.1248057641
234	0.1245501377
235	0.1242900954
236	0.1240438648
237	0.1237925143
238	0.1235456316
239	0.1232048069
240	0.1229589411
241	0.1227141588
242	0.1224678337
243	0.1222301031
244	0.1219911014
245	0.1217534571
246	0.1215146033
247	0.1212784842
248	0.1210454118
249	0.1208143653
250	0.1205867441
251	0.1203553351
252	0.1201242858
253	0.1198926568
254	0.1196639288
255	0.1194370492
256	0.1192107635
257	0.1189921875
258	0.1187698947
259	0.1185498639
260	0.1183298175
261	0.1181099569
262	0.1178879015
263	0.1169334519
264	0.1167090718
265	0.1164888471
266	0.1162669405
267	0.116047298
268	0.1158319016
269	0.1156186363
270	0.1152222276
271	0.1150049848
272	0.1147886776
273	0.1145768318
274	0.1143621728
275	0.1141503605
276	0.1139382804
277	0.1137290552
278	0.1135187091
279	0.1133100197
280	0.1131016046
281	0.1128950878
282	0.1126891108
283	0.112484012
284	0.1122770048
285	0.1120699723
286	0.1111549449
287	0.1109495018
288	0.1107469971
289	0.1105449219
290	0.1096897294
291	0.1094856571
292	0.1086445477
293	0.1084417179
294	0.108240626
295	0.1080419673
296	0.1071065715
297	0.1064553076
298	0.1062530283
299	0.1053492177
300	0.1051474634
301	0.1049475843
302	0.1047495099
303	0.1045543378
304	0.1043581563
305	0.1034720134
306	0.1027018508
307	0.1018508314
308	0.101652315
309	0.1014540266
310	0.1011580514
311	0.1009627931
312	0.100125492
313	0.09993138884
314	0.09973979632
315	0.09954910836
316	0.09872850737
317	0.09853701995
318	0.09834727043
319	0.09815881641
320	0.09786938381
321	0.09768337948
322	0.09749866807
323	0.09731499511
324	0.09703422552
325	0.09622324133
326	0.09543129828
327	0.09524764119
328	0.09506514684
329	0.0947853346
330	0.09440420462
331	0.09403170932
332	0.09385220164
333	0.09367421211
334	0.09298765534
335	0.09280867061
336	0.09211890773
337	0.09194153077
338	0.09166866098
339	0.09149253195
340	0.09131797006
341	0.09114467502
342	0.09046801553
343	0.09019266737
344	0.09002004704
345	0.08984866839
346	0.08967793466
347	0.08933320575
348	0.08868465344
349	0.08851460188
350	0.08834537883
351	0.0881781
352	0.08791093816
353	0.08774438961
354	0.08757866064
355	0.08724536722
356	0.08661173094
357	0.08644634914
358	0.0862821511
359	0.08611889678
360	0.08595626123
361	0.08579431692
362	0.08528786867
363	0.08512585995
364	0.08496389218
365	0.08441540406
366	0.08425423064
367	0.08409425384
368	0.08393522528
369	0.08353377203
370	0.08337523283
371	0.08321717756
372	0.08306006482
373	0.08290363308
374	0.08265227728
375	0.0824966719
376	0.08234168373
377	0.08218733276
378	0.08165321843
379	0.08149914439
380	0.08125215873
381	0.08095199541
382	0.080799506
383	0.08064763328
384	0.08040440415
385	0.08025352365
386	0.08010355845
387	0.0799537968
388	0.07980509983
389	0.07965663441
390	0.07928201165
391	0.07913420438
392	0.07898708788
393	0.07840561204
394	0.07816964268
395	0.07802320077
396	0.0778776203
397	0.07773311017
398	0.07758914947
399	0.07744565718
400	0.07721555656
401	0.07707297924
402	0.07693092858
403	0.07665066734
404	0.07642416282
405	0.07628338869
406	0.0761431407
407	0.07600372225
408	0.07543886474
409	0.07521500066
410	0.0749454465
411	0.07480687532
412	0.0746693674
413	0.07444920428
414	0.07431271874
415	0.07417657788
416	0.07404142324
417	0.07370470319
418	0.07356990429
419	0.07343568236
420	0.07330204452
421	0.07316898079
422	0.07303639251
423	0.07290413176
424	0.07269229391
425	0.07256077604
426	0.07201831777
427	0.07188675339
428	0.07175611891
429	0.07154682289
430	0.07141746042
431	0.07128854087
432	0.07116024021
433	0.07095440129
434	0.07082624582
435	0.07069865878
436	0.07057147801
437	0.07044466728
438	0.07019480211
439	0.07006841664
440	0.06986522238
441	0.06973940133
442	0.06917110848
443	0.0690452317
444	0.06848928783
445	0.06836341804
446	0.06823838437
447	0.06811406909
448	0.06791479029
449	0.06736804157
450	0.06724465873
451	0.06670979788
452	0.06651189128
453	0.06598814973
454	0.06586183603
455	0.06573640649
456	0.0655423042
457	0.06541829876
458	0.06490397579
459	0.06478084704
460	0.06427774857
461	0.06415470497
462	0.06371950131
463	0.06359743805
464	0.06347603462
465	0.0632891637
466	0.06293051663
467	0.06281008548
468	0.06245990506
469	0.06234034687
470	0.06207319394
471	0.06195449531
472	0.06183632007
473	0.06171905652
474	0.06160209759
475	0.06142196273
476	0.06130613652
477	0.06119116154
478	0.06085133673
479	0.06067405254
480	0.06055995088
481	0.06044690897
482	0.06033411963
483	0.06016074025
484	0.06004898522
485	0.0599379433
486	0.05976772467
487	0.0596573629
488	0.05954753733
489	0.05943844074
490	0.05927141911
491	0.05916317152
492	0.05882873906
493	0.05872098343
494	0.05861342413
495	0.05844981414
496	0.05834318267
497	0.05823708591
498	0.05813128175
499	0.05780515718
500	0.05764394823
501	0.05753869389
502	0.05743408009
503	0.05732965755
504	0.05717198052
505	0.05706837895
506	0.05696486096
507	0.05686168211
508	0.05670653221
509	0.05660383677
510	0.05650149181
511	0.05639945918
512	0.05629774631
513	0.05619649729
514	0.05609545245
515	0.05599457008
516	0.05589412621
517	0.05574140056
518	0.05564116563
519	0.05554134102
520	0.05539178881
521	0.05529238267
522	0.0551931605
523	0.05509456829
524	0.0549961201
525	0.05489799529
526	0.05474978309
527	0.05465212527
528	0.05455467585
529	0.05445762776
530	0.0543608828
531	0.05426442537
532	0.05416824752
533	0.05407216225
534	0.05397632211
535	0.05383123208
536	0.05373582229
537	0.05364054836
538	0.05354564125
539	0.05345111787
540	0.05335670544
541	0.05326256848
542	0.05316863909
543	0.05302623804
544	0.05293268222
545	0.05283941255
546	0.052746249
547	0.05265345734
548	0.05251327745
549	0.0524207812
550	0.05232859895
551	0.0522366824
552	0.05214497942
553	0.05205359341
554	0.05191599752
555	0.05182473496
556	0.0517336257
557	0.05164292478
558	0.05155251584
559	0.05146228948
560	0.05137233452
561	0.05128252425
562	0.05119292057
563	0.05110366492
564	0.05096873002
565	0.05087959126
566	0.05079077188
567	0.05070224496
568	0.05061395712
569	0.05052591752
570	0.05043799814
571	0.05035021293
572	0.05006297624
573	0.04997499123
574	0.0498878406
575	0.04975711317
576	0.04966827661
577	0.04957973338
578	0.04949157354
579	0.04940369186
580	0.04931613291
581	0.0492287041
582	0.04914162437
583	0.04905467975
584	0.04896798138
585	0.04869253516
586	0.04860570392
587	0.04851938426
588	0.04843372343
589	0.04834839059
590	0.04822263278
591	0.04813781897
592	0.04805318171
593	0.04796867154
594	0.04788447469
595	0.04775677235
596	0.04767291071
597	0.04758918933
598	0.04750579129
599	0.04742268042
600	0.04733967865
601	0.04725691459
602	0.0471744257
603	0.04709210478
604	0.04700997392
605	0.0468852111
606	0.0468032525
607	0.04672155326
608	0.0466402345
609	0.04655899494
610	0.04647789859
611	0.04639717205
612	0.04631668828
613	0.04623622252
614	0.04615596756
615	0.046033767
616	0.04595387201
617	0.04587410903
618	0.04579462325
619	0.04571534504
620	0.04563628448
621	0.04555740279
622	0.04547871091
623	0.04540014388
624	0.04520271912
625	0.04512448349
626	0.04500497766
627	0.04492707136
628	0.04484958499
629	0.04477254042
630	0.04469550105
631	0.0446186642
632	0.04454213186
633	0.04442499416
634	0.04423449937
635	0.04415844707
636	0.0440826728
637	0.04400706814
638	0.04393187853
639	0.04385683829
640	0.04378178884
641	0.0437069878
642	0.04359261189
643	0.04351814914
644	0.04344368092
645	0.0433696611
646	0.04329581472
647	0.04322201955
648	0.04314847642
649	0.04307518614
650	0.04300193297
651	0.04288986226
652	0.04281698425
653	0.04274411277
654	0.04267138952
655	0.04259914998
656	0.04252694603
657	0.04245478159
658	0.0423445743
659	0.04227286669
660	0.04220121106
661	0.04212972877
662	0.04205858259
663	0.04198757567
664	0.04191661808
665	0.04184604009
666	0.04173759685
667	0.04166709344
668	0.04159692424
669	0.04152688904
670	0.04145693178
671	0.04138728237
672	0.04131786163
673	0.04121136218
674	0.04114188303
675	0.04107284609
676	0.04100398876
677	0.04093509443
678	0.04086652086
679	0.04079821277
680	0.04069365011
681	0.04062541152
682	0.04055739371
683	0.0404895236
684	0.04042178899
685	0.04035437876
686	0.04028706504
687	0.04021984491
688	0.04015297333
689	0.04005023368
690	0.03998340666
691	0.03991678647
692	0.03981559908
693	0.03974929886
694	0.03968297831
695	0.03961706127
696	0.03955131745
697	0.03948560858
698	0.03942013357
699	0.03935491976
700	0.03928981204
701	0.03922482133
702	0.03912534361
703	0.03906058988
704	0.03899594228
705	0.03893170059
706	0.0388674967
707	0.03880336815
708	0.03873956068
709	0.03864192548
710	0.0385781762
711	0.03851456334
712	0.03845132266
713	0.03838819024
714	0.03832503705
715	0.03819654139
716	0.03813355928
717	0.03807083902
718	0.03800849887
719	0.03794614392
720	0.03788408804
721	0.03782225602
722	0.0377287092
723	0.03766690912
724	0.0376053979
725	0.03754407868
726	0.03748281005
727	0.03729438469
728	0.0372330635
729	0.03717209138
730	0.03711154851
731	0.03705132895
732	0.03699120873
733	0.03693136151
734	0.03687162503
735	0.03678117053
736	0.03672156585
737	0.03666223487
738	0.03660297564
739	0.03654388376
740	0.03648498414
741	0.03639596313
742	0.03633718357
743	0.0362786167
744	0.03622026008
745	0.03616200195
746	0.0360742403
747	0.03601622381
748	0.03595835141
749	0.0359005662
750	0.03576201604
751	0.03570459096
752	0.03561818782
753	0.03556103231
754	0.03550426875
755	0.03544769193
756	0.03539114471
757	0.0353347417
758	0.03527864498
759	0.03519413242
760	0.0351379884
761	0.03508205766
762	0.03502637164
763	0.03497075747
764	0.03483963735
765	0.03475628363
766	0.03470112165
767	0.0346461084
768	0.03459140699
769	0.03453690408
770	0.0344825009
771	0.03442815054
772	0.03437412054
773	0.03429267363
774	0.03423861946
775	0.03418478372
776	0.0341311877
777	0.03407760432
778	0.03386786611
779	0.03378738996
780	0.0337340459
781	0.03368117327
782	0.03362847687
783	0.03357596726
784	0.03352376346
785	0.03347159477
786	0.03339285126
787	0.0333408791
788	0.03328907191
789	0.03323736319
790	0.03318576434
791	0.03313440387
792	0.03308312967
793	0.03300585162
794	0.03295472913
795	0.03272930289
796	0.03267827094
797	0.03262755458
798	0.03255146583
799	0.03250129152
800	0.03245126464
801	0.03237632756
802	0.03232656334
803	0.0322768752
804	0.03222731756
805	0.03217797155
806	0.03212873442
807	0.03207958477
808	0.03203063006
809	0.03198180573
810	0.03190813683
811	0.0318594315
812	0.03181093547
813	0.03159658061
814	0.03154815192
815	0.03147534023
816	0.03142752304
817	0.03137982111
818	0.03130836567
819	0.03126099444
820	0.0312136911
821	0.03116657491
822	0.03094257536
823	0.03089545032
824	0.03067670167
825	0.03062976797
826	0.03047602708
827	0.03026521125
828	0.03021832533
829	0.0301718425
830	0.02996578369
831	0.02991933381
832	0.02984953279
833	0.02980378702
834	0.02975842447
835	0.0297134928
836	0.02956943922
837	0.02936978336
838	0.02917513736
839	0.02912984162
840	0.02908500311
841	0.02904051291
842	0.02899633771
843	0.02895253047
844	0.02888580239
845	0.02869436164
846	0.02865070348
847	0.02860745201
848	0.02851755238
849	0.02845169943
850	0.02840894067
851	0.02836639959
852	0.0283240011
853	0.02828187296
854	0.02823981304
855	0.0281752734
856	0.02813351831
857	0.02809187328
858	0.02805045568
859	0.02798699029
860	0.02794575196
861	0.02776077138
862	0.02771951077
863	0.02767855316
864	0.02763786667
865	0.0274568424
866	0.02741617524
867	0.02737585497
868	0.02724640534
869	0.02720615757
870	0.02716611934
871	0.02712631837
872	0.02708667008
873	0.027047125
874	0.02687273676
875	0.02683321578
876	0.02679394957
877	0.02675488158
878	0.02667728404
879	0.02663835907
880	0.02659957973
881	0.02656102971
882	0.02643725543
883	0.02639856873
884	0.02636014274
885	0.02632186885
886	0.026283756
887	0.02624573868
888	0.02620783025
889	0.02617005693
890	0.02613240688
891	0.02609485749
892	0.02605737369
893	0.02599710654
894	0.02595853958
895	0.02592135293
896	0.02586208539
897	0.0258250005
898	0.02578804418
899	0.02575012577
900	0.02567371811
901	0.02563699681
902	0.02560053319
903	0.02556301936
904	0.02552668255
905	0.02546863284
906	0.02543262707
907	0.02539663968
908	0.02536081501
909	0.02522896639
910	0.02519318298
911	0.02515754971
912	0.02510033185
913	0.02506380899
914	0.02502859377
915	0.02499352532
916	0.02483494338
917	0.02479877012
918	0.02476391887
919	0.0246243302
920	0.0245894496
921	0.02455486382
922	0.02451927501
923	0.0243670935
924	0.02433151449
925	0.02429612242
926	0.02414739437
927	0.02411206444
928	0.02407691703
929	0.02402193035
930	0.02398709741
931	0.02384141022
932	0.02380667855
933	0.02377217021
934	0.02373784658
935	0.02370365337
936	0.02361922656
937	0.02358525523
938	0.02355146751
939	0.02340980965
940	0.02337606541
941	0.02334254013
942	0.02328775591
943	0.02325451456
944	0.02322147701
945	0.02318855012
946	0.02315581424
947	0.02310444611
948	0.02307188299
949	0.0229693729
950	0.02293696045
951	0.02290463974
952	0.02280460689
953	0.0227520695
954	0.02271992831
955	0.02258625883
956	0.02255418559
957	0.02250246491
958	0.02247068541
959	0.02243909766
960	0.02230843842
961	0.02225919962
962	0.02222775226
963	0.02217766906
964	0.02214645859
965	0.02211551739
966	0.02208461589
967	0.02196806421
968	0.02193736644
969	0.02190672434
970	0.0218344018
971	0.0218039886
972	0.02177362571
973	0.02164924705
974	0.02161904276
975	0.02158895827
976	0.02155910023
977	0.02151119399
978	0.0214814423
979	0.02145191559
980	0.02140489068
981	0.02137551587
982	0.02134632376
983	0.02123559272
984	0.02120644912
985	0.02117742299
986	0.02113120741
987	0.02110242488
988	0.02107374159
989	0.02102837641
990	0.02099994852
991	0.02097161552
992	0.02094340845
993	0.02089891726
994	0.02087091344
995	0.02084301094
996	0.02081519055
997	0.02078753372
998	0.02074397721
999	0.02071647739
