iter	Passed	Remaining
416	312	437
417	313	436
418	314	435
419	314	434
420	315	434
421	316	433
422	316	432
423	317	431
424	318	430
425	319	429
426	319	429
427	320	428
428	321	427
429	321	426
430	322	425
431	323	424
432	323	424
433	324	423
434	325	422
435	325	421
436	326	420
437	327	419
438	327	419
439	328	418
440	329	417
441	330	416
442	330	415
443	331	415
444	332	414
445	332	413
446	333	412
447	334	411
448	335	411
449	336	410
450	336	409
451	337	409
452	338	408
453	341	410
454	341	409
455	342	408
456	342	407
457	343	406
458	344	405
459	344	404
460	345	404
461	346	403
462	347	402
463	347	401
464	348	400
465	349	400
466	349	399
467	350	398
468	351	397
469	351	396
470	352	396
471	353	395
472	354	394
473	354	393
474	355	392
475	356	392
476	356	391
477	357	390
478	358	389
479	359	388
480	359	388
481	360	387
482	361	386
483	361	385
484	362	384
485	363	384
486	363	383
487	364	382
488	365	381
489	365	380
490	366	380
491	367	379
492	368	378
493	368	377
494	369	377
495	370	376
496	371	375
497	371	374
498	372	373
499	373	373
500	373	372
501	374	371
502	375	370
503	375	369
504	376	369
505	377	368
506	377	367
507	378	366
508	379	366
509	380	365
510	380	364
511	381	363
512	382	363
513	383	362
514	384	361
515	384	360
516	385	360
517	386	359
518	387	358
519	387	358
520	388	357
521	389	356
522	390	355
523	390	355
524	391	354
525	392	353
526	393	353
527	394	352
528	394	351
529	395	351
530	396	350
531	397	349
532	398	348
533	399	348
534	399	347
535	400	346
536	401	346
537	402	345
538	402	344
539	403	343
540	404	343
541	405	342
542	405	341
543	406	341
544	407	340
545	408	339
546	409	338
547	409	338
548	410	337
549	411	336
550	412	335
551	412	335
552	413	334
553	414	333
554	415	332
555	416	332
556	416	331
557	417	330
558	418	329
559	419	329
560	419	328
561	420	327
562	421	327
563	422	326
564	422	325
565	423	324
566	424	324
567	425	323
568	425	322
569	426	321
570	427	320
571	427	320
572	428	319
573	428	318
574	429	317
575	430	316
576	430	315
577	431	315
578	432	314
579	432	313
580	433	312
581	434	311
582	434	310
583	435	310
584	435	309
585	436	308
586	437	307
587	438	306
588	438	306
589	439	305
590	440	304
591	441	303
592	441	303
593	442	302
594	443	301
595	443	300
596	444	300
597	445	299
598	445	298
599	446	297
600	447	296
601	447	296
602	448	295
603	449	294
604	450	293
605	450	293
606	451	292
607	452	291
608	452	290
609	453	289
610	454	289
611	454	288
612	455	287
613	456	286
614	456	285
615	457	285
616	458	284
617	458	283
618	459	282
619	460	282
620	460	281
621	461	280
622	462	279
623	462	278
624	463	278
625	464	277
626	464	276
627	465	275
628	466	275
629	466	274
630	467	273
631	468	272
632	468	271
633	469	271
634	470	270
635	471	269
636	471	268
637	472	268
638	473	267
639	473	266
640	474	265
641	475	264
642	475	264
643	476	263
644	477	262
645	477	261
646	478	261
647	479	260
648	479	259
649	480	258
650	481	258
651	481	257
652	482	256
653	483	255
654	483	254
655	484	254
656	485	253
657	486	252
658	486	251
659	487	251
660	488	250
661	488	249
662	489	248
663	490	247
664	490	247
665	491	246
666	492	245
667	492	244
668	493	244
669	494	243
670	494	242
671	495	241
672	496	241
673	496	240
674	497	239
675	498	238
676	498	237
677	499	237
678	500	236
679	500	235
680	501	234
681	502	234
682	502	233
683	503	232
684	504	231
685	504	231
686	505	230
687	506	229
688	506	228
689	507	228
690	508	227
691	508	226
692	509	225
693	510	224
694	510	224
695	511	223
696	512	222
697	512	221
698	513	221
699	514	220
700	515	219
701	515	218
702	516	218
703	517	217
704	517	216
705	518	215
706	519	215
707	519	214
708	520	213
709	521	212
710	521	212
711	522	211
712	523	210
713	524	210
714	524	209
715	525	208
716	526	207
717	527	207
718	528	206
719	528	205
720	529	204
721	530	204
722	530	203
723	531	202
724	532	201
725	532	201
726	533	200
727	534	199
728	535	198
729	535	198
730	536	197
731	537	196
732	537	195
733	538	195
734	539	194
735	539	193
736	540	192
737	541	192
738	541	191
739	542	190
740	543	189
741	543	189
742	544	188
743	545	187
744	545	186
745	546	186
746	547	185
747	547	184
748	548	183
749	549	183
750	550	182
751	550	181
752	551	180
753	552	180
754	552	179
755	553	178
756	554	177
757	554	177
758	555	176
759	556	175
760	556	174
761	557	174
762	558	173
763	558	172
764	559	171
765	560	171
766	561	170
767	561	169
768	562	168
769	563	168
770	563	167
771	564	166
772	565	165
773	565	165
774	566	164
775	568	163
776	568	163
777	569	162
778	570	161
779	570	161
780	571	160
781	572	159
782	573	158
783	573	158
784	574	157
785	575	156
786	575	155
787	576	155
788	577	154
789	577	153
790	578	152
791	579	152
792	579	151
793	580	150
794	581	149
795	582	149
796	582	148
797	583	147
798	584	146
799	584	146
800	585	145
801	586	144
802	586	143
803	587	143
804	588	142
805	588	141
806	589	141
807	590	140
808	591	139
809	591	138
810	592	138
811	593	137
812	594	136
813	594	135
814	595	135
815	596	134
816	597	133
817	597	133
818	598	132
819	599	131
820	600	130
821	600	130
822	601	129
823	602	128
824	603	127
825	604	127
826	604	126
827	605	125
828	606	125
829	607	124
830	607	123
831	608	122
832	609	122
833	610	121
834	611	120
835	611	120
836	612	119
837	613	118
838	614	117
839	614	117
840	615	116
841	616	115
842	617	114
843	618	114
844	618	113
845	619	112
846	620	112
847	621	111
848	621	110
849	622	109
850	623	109
851	624	108
852	624	107
853	625	106
854	626	106
855	627	105
856	627	104
857	628	104
858	629	103
859	629	102
860	630	101
861	631	101
862	631	100
863	632	99
864	633	98
865	633	98
866	634	97
867	635	96
868	635	95
869	636	95
870	637	94
871	638	93
872	638	92
873	639	92
874	640	91
875	640	90
876	641	89
877	642	89
878	642	88
879	643	87
880	644	87
881	644	86
882	645	85
883	646	84
884	646	84
885	647	83
886	648	82
887	648	81
888	649	81
889	650	80
890	651	79
891	651	78
892	652	78
893	653	77
894	653	76
895	654	75
896	655	75
897	655	74
898	656	73
899	657	73
900	657	72
901	658	71
902	659	70
903	659	70
904	660	69
905	661	68
906	661	67
907	662	67
908	663	66
909	663	65
910	664	64
911	665	64
912	666	63
913	666	62
914	667	61
915	668	61
916	668	60
917	669	59
918	670	59
919	670	58
920	671	57
921	672	56
922	672	56
923	673	55
924	674	54
925	674	53
926	675	53
927	676	52
928	676	51
929	677	51
930	678	50
931	678	49
932	679	48
933	680	48
934	680	47
935	681	46
936	682	45
937	683	45
938	683	44
939	684	43
940	685	42
941	685	42
942	686	41
943	687	40
944	687	40
945	688	39
946	689	38
947	689	37
948	690	37
949	691	36
950	692	35
951	692	34
952	693	34
953	694	33
954	694	32
955	695	32
956	696	31
957	696	30
958	697	29
959	698	29
960	698	28
961	699	27
962	700	26
963	700	26
964	701	25
965	702	24
966	702	23
967	703	23
968	704	22
969	705	21
970	705	21
971	706	20
972	707	19
973	707	18
974	708	18
975	709	17
976	709	16
977	710	15
978	711	15
979	712	14
980	713	13
981	713	13
982	714	12
983	715	11
984	715	10
985	716	10
986	717	9
987	718	8
988	718	7
989	719	7
990	720	6
991	720	5
992	721	5
993	722	4
994	722	3
995	723	2
996	724	2
997	725	1
998	725	0
999	726	0
