iter	Passed	Remaining
258	268	767
259	269	765
260	269	763
261	270	761
262	271	759
263	271	757
264	272	756
265	273	754
266	274	752
267	274	750
268	275	748
269	276	746
270	276	744
271	277	743
272	278	741
273	279	739
274	279	737
275	280	735
276	281	734
277	281	732
278	282	730
279	283	728
280	284	727
281	284	725
282	285	723
283	287	723
284	288	723
285	289	722
286	290	721
287	291	720
288	292	718
289	293	717
290	294	716
291	294	714
292	295	713
293	296	711
294	297	710
295	297	708
296	298	706
297	299	705
298	300	703
299	300	701
300	301	700
301	302	698
302	303	697
303	303	695
304	304	693
305	305	692
306	305	690
307	306	688
308	307	687
309	308	685
310	308	684
311	309	683
312	310	681
313	311	679
314	311	678
315	312	676
316	313	675
317	314	673
318	314	672
319	315	670
320	316	669
321	317	667
322	317	665
323	318	664
324	319	662
325	320	662
326	321	662
327	322	661
328	323	660
329	324	658
330	325	657
331	326	656
332	327	655
333	328	654
334	329	653
335	330	652
336	330	651
337	331	649
338	332	648
339	333	647
340	334	646
341	335	645
342	336	643
343	337	642
344	337	641
345	338	640
346	339	639
347	340	637
348	341	636
349	342	635
350	343	634
351	344	633
352	344	632
353	345	631
354	346	629
355	347	628
356	348	627
357	349	626
358	350	625
359	351	624
360	351	622
361	352	621
362	353	620
363	354	619
364	355	618
365	356	617
366	358	617
367	359	617
368	360	616
369	361	615
370	362	614
371	363	613
372	364	612
373	365	611
374	366	610
375	367	609
376	367	608
377	368	606
378	369	605
379	370	604
380	371	603
381	372	602
382	373	601
383	374	600
384	374	598
385	375	597
386	376	596
387	377	595
388	378	594
389	378	592
390	379	591
391	380	590
392	381	588
393	382	587
394	382	586
395	383	585
396	384	583
397	385	582
398	385	581
399	386	580
400	387	579
401	388	577
402	389	576
403	389	575
404	390	573
405	391	572
406	392	571
407	392	569
408	393	568
409	394	567
410	394	566
411	395	564
412	396	563
413	397	562
414	397	560
415	398	559
416	399	558
417	400	557
418	400	555
419	401	554
420	402	553
421	403	552
422	403	550
423	404	549
424	405	548
425	405	546
426	406	545
427	407	544
428	408	543
429	408	541
430	409	540
431	410	539
432	411	538
433	411	536
434	412	535
435	413	534
436	413	533
437	414	532
438	415	530
439	416	529
440	416	528
441	417	527
442	418	525
443	418	524
444	419	523
445	420	522
446	421	520
447	421	519
448	422	518
449	423	517
450	424	516
451	424	514
452	425	513
453	426	512
454	426	511
455	427	510
456	428	508
457	429	507
458	429	506
459	430	505
460	431	504
461	431	502
462	432	501
463	433	500
464	434	499
465	434	498
466	435	497
467	436	495
468	436	494
469	437	493
470	438	492
471	439	491
472	439	490
473	440	488
474	441	487
475	442	486
476	442	485
477	443	484
478	444	483
479	444	482
480	445	480
481	446	479
482	447	478
483	447	477
484	448	476
485	449	475
486	449	473
487	450	472
488	451	471
489	452	470
490	452	469
491	453	468
492	454	467
493	454	466
494	455	464
495	456	463
496	457	462
497	457	461
498	458	460
499	459	459
500	460	458
501	460	457
502	461	456
503	462	454
504	462	453
505	463	452
506	464	451
507	465	450
508	465	449
509	466	448
510	467	447
511	468	446
512	469	445
513	470	444
514	470	443
515	471	442
516	472	441
517	473	440
518	473	439
519	474	437
520	475	436
521	475	435
522	476	434
523	477	433
524	478	432
525	478	431
526	479	430
527	480	429
528	480	428
529	481	427
530	482	426
531	483	424
532	483	423
533	484	422
534	485	421
535	485	420
536	486	419
537	487	418
538	488	417
539	488	416
540	489	415
541	490	414
542	491	413
543	491	412
544	492	411
545	493	410
546	493	409
547	494	408
548	495	406
549	496	405
550	496	404
551	497	403
552	498	402
553	499	401
554	499	400
555	500	399
556	501	398
557	501	397
558	502	396
559	503	395
560	504	394
561	504	393
562	506	393
563	508	392
564	509	392
565	510	391
566	511	390
567	512	389
568	513	388
569	514	387
570	514	386
571	515	385
572	516	385
573	517	384
574	518	383
575	519	382
576	520	381
577	521	380
578	521	379
579	522	378
580	523	377
581	524	376
582	525	375
583	526	374
584	527	373
585	528	373
586	528	372
587	529	371
588	530	370
589	531	369
590	532	368
591	533	367
592	534	366
593	534	365
594	535	364
595	536	363
596	537	362
597	538	361
598	539	360
599	540	360
600	541	359
601	541	358
602	542	357
603	543	356
604	544	355
605	545	354
606	546	353
607	547	352
608	548	351
609	548	350
610	549	350
611	550	349
612	551	348
613	552	347
614	553	346
615	554	345
616	554	344
617	555	343
618	556	342
619	557	341
620	558	340
621	559	339
622	560	339
623	561	338
624	562	337
625	563	336
626	564	335
627	565	334
628	566	333
629	566	332
630	567	332
631	568	331
632	570	330
633	570	329
634	571	328
635	573	327
636	573	327
637	574	326
638	575	325
639	576	324
640	577	323
641	577	322
642	578	321
643	579	320
644	580	319
645	581	318
646	582	317
647	582	316
648	583	315
649	584	314
650	585	313
651	585	312
652	587	311
653	587	311
654	588	310
655	589	309
656	590	308
657	590	307
658	591	306
659	592	305
660	593	304
661	594	303
662	594	302
663	595	301
664	596	300
665	596	299
666	597	298
667	598	297
668	599	296
669	599	295
670	600	294
671	601	293
672	602	292
673	602	291
674	603	290
675	604	289
676	606	289
677	607	288
678	608	287
679	611	287
680	612	286
681	612	285
682	613	284
683	614	283
684	615	282
685	616	281
686	616	281
687	617	280
688	618	279
689	619	278
690	620	277
691	620	276
692	621	275
693	622	274
694	623	273
695	623	272
696	624	271
697	625	270
698	626	269
699	626	268
700	627	267
701	628	266
702	628	265
703	629	264
704	630	263
705	631	262
706	631	261
707	632	260
708	633	259
709	633	258
710	634	257
711	635	257
712	636	256
713	636	255
714	637	254
715	638	253
716	639	252
717	639	251
718	640	250
719	641	249
720	641	248
721	642	247
722	643	246
723	644	245
724	644	244
725	645	243
726	646	242
727	647	241
728	647	240
729	648	239
730	649	238
731	649	237
732	650	236
733	651	236
734	652	235
735	652	234
736	653	233
737	654	232
738	654	231
739	655	230
740	656	229
741	657	228
742	657	227
743	658	226
744	659	225
745	659	224
746	660	223
747	661	222
748	662	221
749	662	220
750	663	220
751	664	219
752	664	218
753	665	217
754	666	216
755	667	215
756	667	214
757	668	213
758	669	212
759	670	211
760	670	210
761	671	209
762	672	208
763	672	207
764	673	206
765	674	206
766	675	205
767	675	204
768	676	203
769	677	202
770	677	201
771	678	200
772	679	199
773	680	198
774	680	197
775	681	196
776	682	195
777	683	194
778	683	193
779	684	193
780	685	192
781	685	191
782	686	190
783	687	189
784	688	188
785	688	187
786	689	186
787	690	185
788	690	184
789	692	184
790	693	183
791	694	182
792	695	181
793	696	180
794	697	179
795	700	179
796	701	178
797	702	177
798	704	177
799	705	176
800	705	175
801	706	174
802	707	173
803	708	172
804	709	171
805	710	170
806	711	170
807	711	169
808	712	168
809	713	167
810	714	166
811	715	165
812	716	164
813	717	163
814	717	162
815	718	162
816	719	161
817	720	160
818	721	159
819	722	158
820	723	157
821	724	156
822	725	155
823	725	155
824	726	154
825	727	153
826	728	152
827	729	151
828	730	150
829	731	149
830	732	148
831	732	147
832	733	147
833	734	146
834	735	145
835	736	144
836	737	143
837	738	142
838	739	141
839	739	140
840	740	140
841	741	139
842	742	138
843	743	137
844	744	136
845	745	135
846	746	134
847	747	133
848	748	133
849	748	132
850	749	131
851	750	130
852	751	129
853	752	128
854	753	127
855	754	126
856	755	125
857	755	125
858	757	124
859	757	123
860	758	122
861	759	121
862	760	120
863	761	119
864	762	118
865	762	118
866	763	117
867	764	116
868	765	115
869	766	114
870	767	113
871	768	112
872	769	111
873	770	111
874	771	110
875	772	109
876	773	108
877	773	107
878	774	106
879	775	105
880	776	104
881	777	104
882	778	103
883	779	102
884	780	101
885	781	100
886	782	99
887	783	98
888	784	97
889	785	97
890	785	96
891	786	95
892	787	94
893	788	93
894	789	92
895	790	91
896	791	90
897	792	90
898	793	89
899	794	88
900	795	87
901	796	86
902	797	85
903	797	84
904	799	83
905	800	83
906	801	82
907	802	81
908	804	80
909	805	79
910	806	78
911	807	77
912	809	77
913	810	76
914	811	75
915	812	74
916	814	73
917	816	72
918	821	72
919	823	71
920	825	70
921	827	70
922	833	69
923	841	69
924	843	68
925	851	68
926	852	67
927	854	66
928	856	65
929	864	65
930	866	64
931	869	63
932	870	62
933	872	61
934	874	60
935	877	59
936	895	60
937	918	60
938	919	59
939	920	58
940	921	57
941	922	56
942	924	55
943	936	55
944	944	54
945	946	54
946	947	53
947	948	52
948	949	51
949	950	50
950	971	50
951	972	49
952	973	48
953	975	47
954	976	45
955	979	45
956	991	44
957	1020	44
958	1022	43
959	1023	42
960	1024	41
961	1026	40
962	1037	39
963	1038	38
964	1039	37
965	1040	36
966	1047	35
967	1080	35
968	1086	34
969	1088	33
970	1089	32
971	1090	31
972	1104	30
973	1115	29
974	1116	28
975	1117	27
976	1119	26
977	1136	25
978	1138	24
979	1140	23
980	1144	22
981	1146	21
982	1149	19
983	1150	18
984	1153	17
985	1154	16
986	1161	15
987	1162	14
988	1163	12
989	1165	11
990	1173	10
991	1174	9
992	1175	8
993	1176	7
994	1183	5
995	1185	4
996	1187	3
997	1192	2
998	1193	1
999	1198	0
